    CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,RECORDDATE
40364299,B & M HOT BAGEL & GROCERY,5,203,GIFFORDS LANE,10308,7189668445,27,2014-03-20 00:00:00,D,06F,12,A,2014-03-20 00:00:00,2014-09-04 06:01:28.403000000
40364362,21 CLUB,1,21,WEST 52 STREET,10019,2125827200,03,2014-05-14 00:00:00,U,10B,12,A,2014-05-14 00:00:00,2014-09-04 06:01:28.403000000
40364467,NYAC MAIN DINING ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677000,03,2014-08-07 00:00:00,F,06C,47,Z,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40364449,GOTTSCHEER HALL,4,657,FAIRVIEW AVENUE,11385,7183663030,37,2014-03-15 00:00:00,D,04L,11,A,2014-03-15 00:00:00,2014-09-04 06:01:28.403000000
40364449,GOTTSCHEER HALL,4,657,FAIRVIEW AVENUE,11385,7183663030,37,2014-03-15 00:00:00,D,10F,11,A,2014-03-15 00:00:00,2014-09-04 06:01:28.403000000
40364467,NYAC MAIN DINING ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677000,03,2014-08-07 00:00:00,F,06F,47,Z,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40364439,SEVILLE RESTAURANT,1,62,CHARLES STREET,10014,2129293189,53,2014-05-02 00:00:00,D,02B,11,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40364443,CRIMINAL COURT BLDG CAFETERIA,1,100,CENTRE STREET,10013,2129621037,03,2014-03-03 00:00:00,D,09B,8,A,2014-03-03 00:00:00,2014-09-04 06:01:28.403000000
40364443,CRIMINAL COURT BLDG CAFETERIA,1,100,CENTRE STREET,10013,2129621037,03,2014-03-03 00:00:00,D,06E,8,A,2014-03-03 00:00:00,2014-09-04 06:01:28.403000000
40364668,MARCHIS RESTAURANT,1,251,EAST 31 STREET,10016,2126792494,48,2014-04-22 00:00:00,D,10B,13,A,2014-04-22 00:00:00,2014-09-04 06:01:28.403000000
40364691,DINING ROOM,1,.,ALLEN TRIPO,10075,2127341468,23,2013-10-10 00:00:00,D,10F,13,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40364744,NEW PARK PIZZERIA & RESTAURANT,4,156-71,CROSSBAY BOULEVARD,11414,7186413082,63,2013-10-30 00:00:00,D,10F,9,A,2013-10-30 00:00:00,2014-09-04 06:01:28.403000000
40365120,SOUTH SHORE SWIMMING CLUB,5,6736,HYLAN BOULEVARD,10309,7182274285,03,2014-08-13 00:00:00,D,10F,3,A,2014-08-13 00:00:00,2014-09-04 06:01:28.403000000
40364304,TEXAS ROTISSERIE,1,94,FULTON STREET,10038,2125666666,18,2014-07-15 00:00:00,F,10B,56,Z,2014-07-15 00:00:00,2014-09-04 06:01:28.403000000
40364335,PETER LUGER STEAKHOUSE,3,178,BROADWAY,11211,7183877400,78,2014-03-08 00:00:00,D,10F,12,A,2014-03-08 00:00:00,2014-09-04 06:01:28.403000000
40364347,METROPOLITAN CLUB,1,1,EAST 60 STREET,10022,2128387400,03,2014-05-02 00:00:00,D,09C,4,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40364347,METROPOLITAN CLUB,1,1,EAST 60 STREET,10022,2128387400,03,2014-05-02 00:00:00,D,10F,4,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40364362,21 CLUB,1,21,WEST 52 STREET,10019,2125827200,03,2014-05-14 00:00:00,U,04N,12,A,2014-05-14 00:00:00,2014-09-04 06:01:28.403000000
40364467,NYAC MAIN DINING ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677000,03,2014-08-07 00:00:00,F,10B,47,Z,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40364531,CAFE ATELIER (ART STUDENTS LEAGUE),1,215,WEST 57 STREET,10019,2122474510,03,2014-02-14 00:00:00,D,10B,12,A,2014-02-14 00:00:00,2014-09-04 06:01:28.403000000
40364467,NYAC MAIN DINING ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677000,03,2014-08-07 00:00:00,F,06E,47,Z,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40364518,7B BAR,1,108,AVENUE B,10009,2126776742,03,2014-07-14 00:00:00,U,04H,17,B,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40364531,CAFE ATELIER (ART STUDENTS LEAGUE),1,215,WEST 57 STREET,10019,2122474510,03,2014-02-14 00:00:00,D,08A,12,A,2014-02-14 00:00:00,2014-09-04 06:01:28.403000000
40365166,CORNER BISTRO,1,331,WEST 4 STREET,10014,2122429502,03,2014-06-27 00:00:00,D,06A,5,A,2014-06-27 00:00:00,2014-09-04 06:01:28.403000000
40365280,COMO PIZZA,1,4035,BROADWAY,10032,2129287867,62,2014-02-10 00:00:00,D,02G,10,A,2014-02-10 00:00:00,2014-09-04 06:01:28.403000000
40365043,SHELL LANES,3,1,BOUCK COURT,11223,7183366700,03,2014-06-25 00:00:00,D,02G,9,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40364373,ISLE OF CAPRI RESTURANT,1,1028,3 AVENUE,10065,2127581902,48,2014-02-24 00:00:00,D,04L,10,A,2014-02-24 00:00:00,2014-09-04 06:01:28.403000000
40364389,OLD TOWN BAR & RESTAURANT,1,45,EAST 18 STREET,10003,2125296732,03,2013-10-10 00:00:00,D,06D,9,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40364668,MARCHIS RESTAURANT,1,251,EAST 31 STREET,10016,2126792494,48,2014-04-22 00:00:00,D,08C,13,A,2014-04-22 00:00:00,2014-09-04 06:01:28.403000000
40364668,MARCHIS RESTAURANT,1,251,EAST 31 STREET,10016,2126792494,48,2014-04-22 00:00:00,D,10H,13,A,2014-04-22 00:00:00,2014-09-04 06:01:28.403000000
40365293,ANGELO OF MULBERRY ST.,1,146,MULBERRY STREET,10013,2129661277,48,2014-05-02 00:00:00,D,10B,11,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40364576,TOUT VA BIEN,1,311,WEST 51 STREET,10019,2122650190,35,2014-04-03 00:00:00,D,04L,13,A,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40364691,DINING ROOM,1,.,ALLEN TRIPO,10075,2127341468,23,2013-10-10 00:00:00,D,10B,13,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40365355,NEW CORNER,3,7201,8 AVENUE,11228,7188330800,48,2014-02-19 00:00:00,D,09C,10,A,2014-02-19 00:00:00,2014-09-04 06:01:28.403000000
40364510,DANISH ATHLETIC CLUB,3,735,65 STREET,11220,7187487844,03,2014-03-05 00:00:00,U,04H,17,B,2014-03-05 00:00:00,2014-09-04 06:01:28.403000000
40364863,SERENDIPITY 3,1,225,EAST 60 STREET,10022,2128383531,03,2014-08-11 00:00:00,D,02G,10,A,2014-08-11 00:00:00,2014-09-04 06:01:28.403000000
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,2,2222,HAVILAND AVENUE,10462,7188229004,03,2014-05-01 00:00:00,U,04H,17,B,2014-05-01 00:00:00,2014-09-04 06:01:28.403000000
40365387,ARTURO'S,1,106,WEST HOUSTON STREET,10012,2126773820,48,2014-03-31 00:00:00,D,10F,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40365414,LE PERIGORD,1,405,EAST 52 STREET,10022,2127556244,35,2014-07-14 00:00:00,U,10F,14,B,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40364715,OLD HOMESTEAD,1,56,9 AVENUE,10011,2122429040,03,2014-06-10 00:00:00,D,10E,9,A,2014-06-10 00:00:00,2014-09-04 06:01:28.403000000
40364858,DOUGLASTON CLUB,4,600,WEST DRIVE,11363,7182293900,03,2013-12-04 00:00:00,D,04L,13,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40364889,MELODY LANES,3,461,37 STREET,11232,7188322695,03,2013-12-04 00:00:00,D,10F,13,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40364958,WHITE HORSE TAVERN,1,567,HUDSON STREET,10014,2129893956,03,2014-07-28 00:00:00,D,10B,2,A,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40365013,CRYSTAL ROOM,5,67,OLYMPIA BOULEVARD,10305,7184478926,48,2014-04-24 00:00:00,D,10H,13,A,2014-04-24 00:00:00,2014-09-04 06:01:28.403000000
40364681,TOWNE CAFE,3,2602,EAST 15 STREET,11235,7186469827,03,2014-05-14 00:00:00,D,10F,11,A,2014-05-14 00:00:00,2014-09-04 06:01:28.403000000
40364691,DINING ROOM,1,.,ALLEN TRIPO,10075,2127341468,23,2013-10-10 00:00:00,D,09A,13,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40365414,LE PERIGORD,1,405,EAST 52 STREET,10022,2127556244,35,2014-07-14 00:00:00,U,10B,14,B,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40365454,JOE & PAT'S PIZZERIA,5,1758,VICTORY BOULEVARD,10314,7189810887,63,2014-01-13 00:00:00,U,04L,14,B,2014-01-13 00:00:00,2014-09-04 06:01:28.403000000
40365472,SPAIN RESTAURANT & BAR,1,113,WEST 13 STREET,10011,2129299580,77,2014-07-25 00:00:00,U,04N,21,Z,2014-07-25 00:00:00,2014-09-04 06:01:28.403000000
40365472,SPAIN RESTAURANT & BAR,1,113,WEST 13 STREET,10011,2129299580,77,2014-07-25 00:00:00,U,10B,21,Z,2014-07-25 00:00:00,2014-09-04 06:01:28.403000000
40365473,PALACE CAFE,3,206,NASSAU AVENUE,11222,7183839848,03,2014-05-09 00:00:00,U,08A,19,B,2014-05-09 00:00:00,2014-09-04 06:01:28.403000000
40365472,SPAIN RESTAURANT & BAR,1,113,WEST 13 STREET,10011,2129299580,77,2014-07-25 00:00:00,U,02G,21,Z,2014-07-25 00:00:00,2014-09-04 06:01:28.403000000
40364572,DONOHUE'S STEAK HOUSE,1,845,LEXINGTON AVENUE,10065,2127440938,78,2014-03-26 00:00:00,D,02H,12,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40364576,TOUT VA BIEN,1,311,WEST 51 STREET,10019,2122650190,35,2014-04-03 00:00:00,D,08A,13,A,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40365075,MCSORLEY'S OLD ALE HOUSE,1,15,EAST 7 STREET,10003,2122542570,47,2014-06-07 00:00:00,D,06F,8,A,2014-06-07 00:00:00,2014-09-04 06:01:28.403000000
40365075,MCSORLEY'S OLD ALE HOUSE,1,15,EAST 7 STREET,10003,2122542570,47,2014-06-07 00:00:00,D,10F,8,A,2014-06-07 00:00:00,2014-09-04 06:01:28.403000000
40365264,LA GRENOUILLE,1,3,EAST 52 STREET,10022,2127521495,35,2014-04-09 00:00:00,D,10B,10,A,2014-04-09 00:00:00,2014-09-04 06:01:28.403000000
40365226,NOSTRAND DONUT SHOP,3,1449,NOSTRAND AVENUE,11226,7188263008,29,2014-05-21 00:00:00,U,04M,5,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40364889,MELODY LANES,3,461,37 STREET,11232,7188322695,03,2013-12-04 00:00:00,D,06E,13,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40365022,LABETTI'S POST # 2159,5,390,HYLAN BOULEVARD,10305,7184429312,03,2014-06-21 00:00:00,D,06D,9,A,2014-06-21 00:00:00,2014-09-04 06:01:28.403000000
40365022,LABETTI'S POST # 2159,5,390,HYLAN BOULEVARD,10305,7184429312,03,2014-06-21 00:00:00,D,10F,9,A,2014-06-21 00:00:00,2014-09-04 06:01:28.403000000
40365043,SHELL LANES,3,1,BOUCK COURT,11223,7183366700,03,2014-06-25 00:00:00,D,10F,9,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40365525,DONUT PUB,1,203,WEST 14 STREET,10011,2129290126,29,2014-02-11 00:00:00,D,04K,12,A,2014-02-11 00:00:00,2014-09-04 06:01:28.403000000
40365525,DONUT PUB,1,203,WEST 14 STREET,10011,2129290126,29,2014-02-11 00:00:00,D,08A,12,A,2014-02-11 00:00:00,2014-09-04 06:01:28.403000000
40365546,REBEN LUNCHEONETTE,3,229,HAVEMEYER STREET,11211,7183887696,03,2014-08-18 00:00:00,U,04N,21,Z,2014-08-18 00:00:00,2014-09-04 06:01:28.403000000
40365592,KING YUM RESTAURANT,4,181-08,UNION TURNPIKE,11366,7183801918,20,2014-04-09 00:00:00,U,08A,13,A,2014-04-09 00:00:00,2014-09-04 06:01:28.403000000
40365592,KING YUM RESTAURANT,4,181-08,UNION TURNPIKE,11366,7183801918,20,2014-04-09 00:00:00,U,10F,13,A,2014-04-09 00:00:00,2014-09-04 06:01:28.403000000
40365526,MORAN'S CHELSEA,1,146,10 AVENUE,10011,2126273030,23,2013-09-10 00:00:00,D,02G,12,A,2013-09-10 00:00:00,2014-09-04 06:01:28.403000000
40364715,OLD HOMESTEAD,1,56,9 AVENUE,10011,2122429040,03,2014-06-10 00:00:00,D,02B,9,A,2014-06-10 00:00:00,2014-09-04 06:01:28.403000000
40365293,ANGELO OF MULBERRY ST.,1,146,MULBERRY STREET,10013,2129661277,48,2014-05-02 00:00:00,D,06D,11,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40365627,JAHN'S RESTAURANT,4,8104,37 AVENUE,11372,7186510700,03,2014-07-07 00:00:00,D,02H,10,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40365632,J&V FAMOUS PIZZA,3,6322,18 AVENUE,11204,7182322700,62,2014-05-15 00:00:00,U,10F,13,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40365644,JOE ALLEN RESTAURANT,1,326,WEST 46 STREET,10036,2125816464,03,2013-09-25 00:00:00,D,10F,6,A,2013-09-25 00:00:00,2014-09-04 06:01:28.403000000
40365288,KEATS RESTAURANT,1,842,2 AVENUE,10017,2126825490,03,2014-07-22 00:00:00,D,10F,6,A,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40365361,Princeton Club,1,15,WEST 43 STREET,10036,2125961272,03,2014-07-07 00:00:00,D,04H,9,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40365592,KING YUM RESTAURANT,4,181-08,UNION TURNPIKE,11366,7183801918,20,2014-04-09 00:00:00,U,04M,13,A,2014-04-09 00:00:00,2014-09-04 06:01:28.403000000
40365264,LA GRENOUILLE,1,3,EAST 52 STREET,10022,2127521495,35,2014-04-09 00:00:00,D,06E,10,A,2014-04-09 00:00:00,2014-09-04 06:01:28.403000000
40365280,COMO PIZZA,1,4035,BROADWAY,10032,2129287867,62,2014-02-10 00:00:00,D,10F,10,A,2014-02-10 00:00:00,2014-09-04 06:01:28.403000000
40365293,ANGELO OF MULBERRY ST.,1,146,MULBERRY STREET,10013,2129661277,48,2014-05-02 00:00:00,D,10F,11,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40364858,DOUGLASTON CLUB,4,600,WEST DRIVE,11363,7182293900,03,2013-12-04 00:00:00,D,08A,13,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40364889,MELODY LANES,3,461,37 STREET,11232,7188322695,03,2013-12-04 00:00:00,D,08C,13,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40364920,RIZZO'S FINE PIZZA,4,30-13,STEINWAY STREET,11103,7187219862,62,2013-10-10 00:00:00,D,06D,12,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40364920,RIZZO'S FINE PIZZA,4,30-13,STEINWAY STREET,11103,7187219862,62,2013-10-10 00:00:00,D,06E,12,A,2013-10-10 00:00:00,2014-09-04 06:01:28.403000000
40365414,LE PERIGORD,1,405,EAST 52 STREET,10022,2127556244,35,2014-07-14 00:00:00,U,04L,14,B,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40365414,LE PERIGORD,1,405,EAST 52 STREET,10022,2127556244,35,2014-07-14 00:00:00,U,08A,14,B,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40365423,REYNOLD'S BAR,1,4241,BROADWAY,10033,2129238927,03,2014-04-25 00:00:00,D,04H,10,A,2014-04-25 00:00:00,2014-09-04 06:01:28.403000000
40365355,NEW CORNER,3,7201,8 AVENUE,11228,7188330800,48,2014-02-19 00:00:00,D,10B,10,A,2014-02-19 00:00:00,2014-09-04 06:01:28.403000000
40365355,NEW CORNER,3,7201,8 AVENUE,11228,7188330800,48,2014-02-19 00:00:00,D,10F,10,A,2014-02-19 00:00:00,2014-09-04 06:01:28.403000000
40365387,ARTURO'S,1,106,WEST HOUSTON STREET,10012,2126773820,48,2014-03-31 00:00:00,D,10B,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40365361,Princeton Club,1,15,WEST 43 STREET,10036,2125961272,03,2014-07-07 00:00:00,D,10F,9,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40365387,ARTURO'S,1,106,WEST HOUSTON STREET,10012,2126773820,48,2014-03-31 00:00:00,D,04M,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40365013,CRYSTAL ROOM,5,67,OLYMPIA BOULEVARD,10305,7184478926,48,2014-04-24 00:00:00,D,08A,13,A,2014-04-24 00:00:00,2014-09-04 06:01:28.403000000
40365473,PALACE CAFE,3,206,NASSAU AVENUE,11222,7183839848,03,2014-05-09 00:00:00,U,04L,19,B,2014-05-09 00:00:00,2014-09-04 06:01:28.403000000
40365499,YANKEE TAVERN,2,72,EAST 161 STREET,10451,7182926130,03,2014-04-15 00:00:00,D,10B,9,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40365893,MCDWYERS PUB,2,331,EAST 204 STREET,10467,3474270519,47,2014-08-26 00:00:00,D,06D,10,A,2014-08-26 00:00:00,2014-09-04 06:01:28.403000000
40365526,MORAN'S CHELSEA,1,146,10 AVENUE,10011,2126273030,23,2013-09-10 00:00:00,D,10F,12,A,2013-09-10 00:00:00,2014-09-04 06:01:28.403000000
40365577,V & T RESTAURANT,1,1024,AMSTERDAM AVENUE,10025,2126668051,48,2014-06-12 00:00:00,D,04N,13,A,2014-06-12 00:00:00,2014-09-04 06:01:28.403000000
40365871,NEARY'S PUB,1,358,EAST 57 STREET,10022,2127511434,03,2014-08-11 00:00:00,D,02B,13,A,2014-08-11 00:00:00,2014-09-04 06:01:28.403000000
40365882,NEW YORK PIZZA SUPREMA,1,413,8 AVENUE,10001,2125948939,62,2014-05-12 00:00:00,D,10F,11,A,2014-05-12 00:00:00,2014-09-04 06:01:28.403000000
40365472,SPAIN RESTAURANT & BAR,1,113,WEST 13 STREET,10011,2129299580,77,2014-07-25 00:00:00,U,08A,21,Z,2014-07-25 00:00:00,2014-09-04 06:01:28.403000000
40365546,REBEN LUNCHEONETTE,3,229,HAVEMEYER STREET,11211,7183887696,03,2014-08-18 00:00:00,U,10F,21,Z,2014-08-18 00:00:00,2014-09-04 06:01:28.403000000
40365577,V & T RESTAURANT,1,1024,AMSTERDAM AVENUE,10025,2126668051,48,2014-06-12 00:00:00,D,08A,13,A,2014-06-12 00:00:00,2014-09-04 06:01:28.403000000
40365632,J&V FAMOUS PIZZA,3,6322,18 AVENUE,11204,7182322700,62,2014-05-15 00:00:00,U,04L,13,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40365423,REYNOLD'S BAR,1,4241,BROADWAY,10033,2129238927,03,2014-04-25 00:00:00,D,10D,10,A,2014-04-25 00:00:00,2014-09-04 06:01:28.403000000
40365454,JOE & PAT'S PIZZERIA,5,1758,VICTORY BOULEVARD,10314,7189810887,63,2014-01-13 00:00:00,U,02G,14,B,2014-01-13 00:00:00,2014-09-04 06:01:28.403000000
40365098,FORLINIS RESTAURANT,1,93,BAXTER STREET,10013,2123496779,48,2013-12-06 00:00:00,D,04C,10,A,2013-12-06 00:00:00,2014-09-04 06:01:28.403000000
40365098,FORLINIS RESTAURANT,1,93,BAXTER STREET,10013,2123496779,48,2013-12-06 00:00:00,D,10F,10,A,2013-12-06 00:00:00,2014-09-04 06:01:28.403000000
40366002,MARGHERITA PIZZA,4,16304,JAMAICA AVENUE,11432,7186575780,62,2014-07-25 00:00:00,D,04L,10,A,2014-07-25 00:00:00,2014-09-04 06:01:28.403000000
40365627,JAHN'S RESTAURANT,4,8104,37 AVENUE,11372,7186510700,03,2014-07-07 00:00:00,D,10F,10,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40365633,LA PARISIENNE DINER,1,910,SEVENTH AVENUE,10019,2127654590,03,2014-06-02 00:00:00,U,02G,19,B,2014-06-02 00:00:00,2014-09-04 06:01:28.403000000
40365633,LA PARISIENNE DINER,1,910,SEVENTH AVENUE,10019,2127654590,03,2014-06-02 00:00:00,U,06E,19,B,2014-06-02 00:00:00,2014-09-04 06:01:28.403000000
40365709,IL VAGABONDO RESTAURANT,1,351,EAST 62 STREET,10065,2128329221,48,2014-02-28 00:00:00,U,04L,19,B,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40365709,IL VAGABONDO RESTAURANT,1,351,EAST 62 STREET,10065,2128329221,48,2014-02-28 00:00:00,U,06D,19,B,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40365784,GARGIULO'S RESTAURANT,3,2911,WEST 15 STREET,11224,7182664891,48,2014-05-15 00:00:00,D,06D,12,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,10013,2129648365,20,2014-07-28 00:00:00,U,10B,27,B,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40365526,MORAN'S CHELSEA,1,146,10 AVENUE,10011,2126273030,23,2013-09-10 00:00:00,D,10A,12,A,2013-09-10 00:00:00,2014-09-04 06:01:28.403000000
40365546,REBEN LUNCHEONETTE,3,229,HAVEMEYER STREET,11211,7183887696,03,2014-08-18 00:00:00,U,08A,21,Z,2014-08-18 00:00:00,2014-09-04 06:01:28.403000000
40365525,DONUT PUB,1,203,WEST 14 STREET,10011,2129290126,29,2014-02-11 00:00:00,D,10F,12,A,2014-02-11 00:00:00,2014-09-04 06:01:28.403000000
40365288,KEATS RESTAURANT,1,842,2 AVENUE,10017,2126825490,03,2014-07-22 00:00:00,D,09A,6,A,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40365348,PANCHITO'S,1,103,MACDOUGAL STREET,10012,2124735239,55,2014-05-22 00:00:00,D,10B,10,A,2014-05-22 00:00:00,2014-09-04 06:01:28.403000000
40365348,PANCHITO'S,1,103,MACDOUGAL STREET,10012,2124735239,55,2014-05-22 00:00:00,D,10F,10,A,2014-05-22 00:00:00,2014-09-04 06:01:28.403000000
40365844,LAVELLE'S ADMIRAL'S CLUB,4,45-15,BROADWAY,11103,7187212764,03,2013-12-04 00:00:00,D,04N,9,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40365784,GARGIULO'S RESTAURANT,3,2911,WEST 15 STREET,11224,7182664891,48,2014-05-15 00:00:00,D,10F,12,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40365841,PARKSIDE RESTAURANT,4,10701,CORONA AVENUE,11368,7182719871,48,2014-07-17 00:00:00,D,02G,13,A,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40365968,NANCY WHISKEY PUB,1,1,LISPENARD STREET,10013,2122269943,03,2014-05-02 00:00:00,D,06A,8,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40366054,HEALY'S PUB,4,10807,ROCKAWAY BEACH BOULEVARD,11694,7184749600,03,2014-01-29 00:00:00,D,10F,11,A,2014-01-29 00:00:00,2014-09-04 06:01:28.403000000
40365709,IL VAGABONDO RESTAURANT,1,351,EAST 62 STREET,10065,2128329221,48,2014-02-28 00:00:00,U,08A,19,B,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40365709,IL VAGABONDO RESTAURANT,1,351,EAST 62 STREET,10065,2128329221,48,2014-02-28 00:00:00,U,10F,19,B,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40365726,BARBETTA RESTAURANT,1,319321,323 W. 46TH ST.,10036,2122469171,48,2014-05-13 00:00:00,D,06B,12,A,2014-05-13 00:00:00,2014-09-04 06:01:28.403000000
40366162,LENIHAN'S SALOON,4,119-09,ATLANTIC AVENUE,11418,7188469770,03,2014-02-15 00:00:00,U,04H,13,A,2014-02-15 00:00:00,2014-09-04 06:01:28.403000000
40366356,BLARNEY CASTLE,4,202-24,ROCKAWAY POINT BOULEVARD,11697,7186344503,03,2014-02-12 00:00:00,F,06A,21,B,2014-02-12 00:00:00,2014-09-04 06:01:28.403000000
40366356,BLARNEY CASTLE,4,202-24,ROCKAWAY POINT BOULEVARD,11697,7186344503,03,2014-02-12 00:00:00,F,08A,21,B,2014-02-12 00:00:00,2014-09-04 06:01:28.403000000
40365904,MEE SUM COFFEE SHOP,1,26,PELL STREET,10013,2123495260,14,2014-07-10 00:00:00,D,10F,10,A,2014-07-10 00:00:00,2014-09-04 06:01:28.403000000
40365938,NANCY'S FIRE SIDE,4,25541,JAMAICA AVENUE,11001,7183434616,03,2014-01-16 00:00:00,D,10I,4,A,2014-01-16 00:00:00,2014-09-04 06:01:28.403000000
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,10013,2129648365,20,2014-07-28 00:00:00,U,04N,27,B,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,10013,2129648365,20,2014-07-28 00:00:00,U,06C,27,B,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40366379,BLARNEY ROCK,1,137,WEST 33 STREET,10001,2129470825,47,2014-08-15 00:00:00,D,06B,12,A,2014-08-15 00:00:00,2014-09-04 06:01:28.403000000
40366487,BRENNAN & CARR,3,3432,NOSTRAND AVENUE,11229,7187691254,03,2013-10-16 00:00:00,D,10A,11,A,2013-10-16 00:00:00,2014-09-04 06:01:28.403000000
40366222,KILLARNEY ROSE,1,80,BEAVER STREET,10005,2124221486,47,2014-07-29 00:00:00,D,02G,11,A,2014-07-29 00:00:00,2014-09-04 06:01:28.403000000
40366230,DON PEPPE,4,13558,LEFFERTS BOULEVARD,11420,7188457587,48,2014-06-20 00:00:00,D,10B,10,A,2014-06-20 00:00:00,2014-09-04 06:01:28.403000000
40365844,LAVELLE'S ADMIRAL'S CLUB,4,45-15,BROADWAY,11103,7187212764,03,2013-12-04 00:00:00,D,04L,9,A,2013-12-04 00:00:00,2014-09-04 06:01:28.403000000
40365692,JOYCE'S TAVERN,5,3823,RICHMOND AVENUE,10312,7189849699,03,2014-07-15 00:00:00,U,10B,20,B,2014-07-15 00:00:00,2014-09-04 06:01:28.403000000
40365784,GARGIULO'S RESTAURANT,3,2911,WEST 15 STREET,11224,7182664891,48,2014-05-15 00:00:00,D,06C,12,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40365499,YANKEE TAVERN,2,72,EAST 161 STREET,10451,7182926130,03,2014-04-15 00:00:00,D,09C,9,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40365499,YANKEE TAVERN,2,72,EAST 161 STREET,10451,7182926130,03,2014-04-15 00:00:00,D,10F,9,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40366054,HEALY'S PUB,4,10807,ROCKAWAY BEACH BOULEVARD,11694,7184749600,03,2014-01-29 00:00:00,D,06D,11,A,2014-01-29 00:00:00,2014-09-04 06:01:28.403000000
40366054,HEALY'S PUB,4,10807,ROCKAWAY BEACH BOULEVARD,11694,7184749600,03,2014-01-29 00:00:00,D,08C,11,A,2014-01-29 00:00:00,2014-09-04 06:01:28.403000000
